,country,code,indicator,time,percentage
9757,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,0.8468
9758,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9759,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9760,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,2.9353
9761,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9762,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,5.1262
9763,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9764,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9765,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",2014,NA
9766,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9767,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,5.5725
9768,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.2458
9769,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9770,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,0.6422
9771,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,0.7927
9772,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9773,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9774,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.6802
9775,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.1175
9776,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9777,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.9287
9778,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.1157
9779,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9780,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.8357
9781,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9782,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9783,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,5.0289
9784,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.477
9785,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.3722
9786,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9787,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.4915
9788,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9789,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9790,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.1631
9791,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.8567
9792,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.0521
9793,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.8369
9794,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.6189
9795,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.8862
9796,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9797,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9798,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.3894
9799,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.4004
9800,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.6738
9801,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9802,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9803,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9804,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9805,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9806,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,6.7992
9807,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.1627
9808,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.8264
9809,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9810,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9811,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9812,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.4936
9813,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,0.8296
9814,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.8544
9815,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.3083
9816,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9817,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.2012
9818,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.7505
9819,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,5.5205
9820,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9821,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9822,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.6695
9823,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9824,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.1035
9825,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.8362
9826,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9827,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9828,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.1975
9829,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9830,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9831,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9832,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,5.5201
9833,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9834,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9835,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9836,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9837,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.4261
9838,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.6454
9839,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.4993
9840,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9841,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9842,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9843,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,8.4271
9844,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9845,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.3554
9846,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9847,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9848,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9849,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9850,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.145
9851,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.0959
9852,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.1264
9853,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9854,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.4507
9855,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.9769
9856,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,6.1187
9857,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9858,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.5647
9859,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9860,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.4635
9861,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.0075
9862,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.5782
9863,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9864,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.375
9865,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.7532
9866,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9867,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9868,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.2449
9869,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,6.4062
9870,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9871,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9872,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.455
9873,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.9313
9874,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.3428
9875,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.3136
9876,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9877,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9878,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9879,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.0016
9880,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,4.8411
9881,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9882,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,5.1107
9884,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9885,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9886,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.7009
9887,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9888,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9889,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.9695
9890,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9891,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,0.514
9892,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.9994
9893,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9894,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9895,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,3.8594
9896,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9897,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,5.9878
9898,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9899,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,2.5312
9900,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,0.6464
9901,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9902,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9903,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,NA
9904,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",2015,1.6484
